#Дата учета;Код бумаги;Наименование;Эмитент;ISIN;Рег. номер;Дата начала размещения
2020-05-08;RU000A1011A7;Лента ООО БО-001P-03;Общество с ограниченной ответственностью "Лента";RU000A1011A7;4B02-03-36420-R-001P;2019-11-14
2020-05-08;RU000A1011C3;РУСАЛ Братск БО-001P-04;Публичное акционерное общество "РУСАЛ Братский алюминиевый завод";RU000A1011C3;4B02-04-20075-F-001P;2019-11-14
2020-05-08;RU000A1011E9;СберИОС 001Р-167R 1Y SX5E T-W;Публичное акционерное общество "Сбербанк России";RU000A1011E9;4B0217201481B001P;2019-11-28
2020-05-08;RU000A1011F6;СберИОС 001Р-171R 5Y AUTO 10%;Публичное акционерное общество "Сбербанк России";RU000A1011F6;4B0216901481B001P;2019-11-29
2020-05-08;RU000A1011H2;СберИОС 001Р-172R 5Y COMP 10%;Публичное акционерное общество "Сбербанк России";RU000A1011H2;4B0217001481B001P;2019-11-29
2020-05-08;RU000A1011M2;СФО БКС Структурные Ноты 03;Общество с ограниченной ответственностью "Специализированное финансовое общество БКС Структурные Ноты";RU000A1011M2;6-03-00508-R;2019-11-14
2020-05-08;RU000A1011P5;Центр-инвест ПАО БО-001P-06;Публичное акционерное общество коммерческий банк "Центр-инвест";RU000A1011P5;4B020602225B001P;2019-11-15
2020-05-08;RU000A1011R1;Россельхозбанк АО БО-10Р;Акционерное общество "Российский Сельскохозяйственный банк";RU000A1011R1;4B021603349B001P;2019-11-15
2020-05-08;RU000A101228;МОЭК ПАО БО 001Р-03;Публичное акционерное общество "Московская объединенная энергетическая компания";RU000A101228;4B02-03-55039-E-001P;2019-11-15
2020-05-08;RU000A1012B3;Федерал пассажир комп 001Р-07;Акционерное общество "Федеральная пассажирская компания";RU000A1012B3;4B02-07-55465-E-001P;2019-11-18
2020-05-08;RU000A1012K4;СЭЗ им. С.Орджоникидзе 001Р-01;Публичное акционерное общество "Саратовский электроприборостроительный завод имени Серго Орджоникидзе";RU000A1012K4;4B02-01-45253-E-001P;2019-11-19
2020-05-08;RU000A1012L2;Банк ВТБ (ПАО) Б-1-41;Банк ВТБ (публичное акционерное общество);RU000A1012L2;4B024101000B001P;2019-11-19
2020-05-08;RU000A1012N8;МРСК Центра ПАО 001Р-01;Публичное акционерное общество "Межрегиональная распределительная сетевая компания Центра";RU000A1012N8;4B02-01-10214-A-001P;2019-11-19
2020-05-08;RU000A1012R9;Сбербанк ПАО 001Р-SBER14;Публичное акционерное общество "Сбербанк России";RU000A1012R9;4B0217301481B001P;2019-11-22
2020-05-08;RU000A101350;ГПБ (АО) БО 001Р-14Р;"Газпромбанк" (Акционерное общество);RU000A101350;4B021400354B001P;2019-11-22
2020-05-08;RU000A101376;Совкомбанк FIZL1;Публичное акционерное общество "Совкомбанк";RU000A101376;4B020200963B001P;2019-11-22
2020-05-08;RU000A1013C9;ИС петролеум БО-П01;Общество с ограниченной ответственностью "Ист Сайбериан петролеум";RU000A1013C9;4B02-01-00448-R-001P;2019-11-25
2020-05-08;RU000A1013E5;СберИОС 001Р-178R 2Y KIDS 4.5%;Публичное акционерное общество "Сбербанк России";RU000A1013E5;4B0217501481B001P;2019-12-17
2020-05-08;RU000A1013F2;СберИОС 001Р-179R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A1013F2;4B0217701481B001P;2019-12-19
2020-05-08;RU000A1013J4;СберИОС 001Р-177R GMKN 100;Публичное акционерное общество "Сбербанк России";RU000A1013J4;4B0217601481B001P;2019-12-23
2020-05-08;RU000A1013N6;Пионер-Лизинг БО-П03;Общество с ограниченной ответственностью "Пионер-Лизинг";RU000A1013N6;4B02-03-00331-R-001P;2019-11-26
2020-05-08;RU000A1013P1;ВЭБ.РФ ПБО-001Р-18;государственная корпорация развития "ВЭБ.РФ";RU000A1013P1;4B02-227-00004-T-001P;2019-11-26
2020-05-08;RU000A1013U1;Славнефть БО 001Р-03;Публичное акционерное общество "Нефтегазовая компания "Славнефть";RU000A1013U1;4B02-03-00221-A-001P;2019-11-28
2020-05-08;RU000A1013Y3;ГруппаЧеркизово БО-001Р-02;Публичное акционерное общество "Группа Черкизово";RU000A1013Y3;4B02-02-10797-A-001P;2019-11-28
2020-05-08;RU000A1013Z0;ПАО ОТКРЫТИЕ ФК Банк БО-ИО03;Публичное акционерное общество Банк "Финансовая Корпорация Открытие";RU000A1013Z0;4B020702209B001P;2019-11-29
2020-05-08;RU000A101400;СберИОС 001Р-180R 5Y EC 110%;Публичное акционерное общество "Сбербанк России";RU000A101400;4B0217901481B001P;2019-12-20
2020-05-08;RU000A101459;МРСК Центра и Приволжья БО-02;Публичное акционерное общество "Межрегиональная распределительная сетевая компания Центра и Приволжья";RU000A101459;4B02-02-12665-E;2019-12-03
2020-05-08;RU000A101483;МФК Быстроденьги 001P-01;Микрофинансовая компания "Быстроденьги" (Общество с ограниченной ответственностью);RU000A101483;4B02-01-00487-R-001P;2019-12-03
2020-05-08;RU000A101491;Банк ВТБ (ПАО) Б-1-47;Банк ВТБ (публичное акционерное общество);RU000A101491;4B024701000B001P;2019-12-03
2020-05-08;RU000A1014A1;ЭБИС БО-П02;Общество с ограниченной ответственностью "ЭБИС";RU000A1014A1;4B02-02-00360-R-001P;2019-12-03
2020-05-08;RU000A1014B9;О'КЕЙ ООО БО 001Р-03;Общество с ограниченной ответственностью "О'КЕЙ";RU000A1014B9;4B02-03-36415-R-001P;2019-12-03
2020-05-08;RU000A1014H6;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P2;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A1014H6;4B020901978B001P;2019-12-03
2020-05-08;RU000A1014J2;Банк ВТБ ПАО Т2-3;Банк ВТБ (публичное акционерное общество);RU000A1014J2;40901000B;2019-12-03
2020-05-08;RU000A1014P9;МФК КарМани БО-1-03;Общество с ограниченной ответственностью Микрофинансовая компания "КарМани";RU000A1014P9;4B02-03-00321-R-001P;2019-12-04
2020-05-08;RU000A1014S3;ХК Новотранс 001P-01;Акционерное общество Холдинговая компания "Новотранс";RU000A1014S3;4B02-01-12414-F-001P;2019-12-04
2020-05-08;RU000A1014U9;ТП Кировский 001P-01R;Общество с ограниченной ответственностью "Торговое предприятие "Кировский";RU000A1014U9;4B02-01-00407-R-001P;2019-12-04
2020-05-08;RU000A1014V7;Леди&Джентльмен Сити БО-П01;Общество с ограниченной ответственностью "Трейд Менеджмент";RU000A1014V7;4B02-01-00498-R-001P;2019-12-04
2020-05-08;RU000A101541;Ростелеком ПАО 002P-01R;Публичное акционерное общество "Ростелеком";RU000A101541;4B02-01-00124-A-002P;2019-12-05
2020-05-08;RU000A101558;СберИОС 001Р-183R 6m USD_R I-R;Публичное акционерное общество "Сбербанк России";RU000A101558;4B0218101481B001P;2019-12-23
2020-05-08;RU000A101590;ДОМ.РФ АО 001Р-07R;Акционерное общество "ДОМ.РФ";RU000A101590;4B02-07-00739-A-001P;2019-12-06
2020-05-08;RU000A1015A8;Детский мир ПАО БО-05;Публичное акционерное общество "Детский мир";RU000A1015A8;4B02-05-00844-A;2019-12-10
2020-05-08;RU000A1015B6;СберИОС 001Р-185R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A1015B6;4B0218201481B001P;2019-12-24
2020-05-08;RU000A1015E0;Белуга Групп 002P БО-П03;Публичное акционерное общество "Белуга Групп";RU000A1015E0;4B02-01-55052-E-002P;2019-12-10
2020-05-08;RU000A1015P6;Обувь России 001P-02;Общество с ограниченной ответственностью "Обувь России";RU000A1015P6;4B02-02-00412-R-001P;2019-12-11
2020-05-08;RU000A1015R2;Фудтрейд БО-01;общество с ограниченной ответственностью "Фудтрейд";RU000A1015R2;4B02-01-00468-R;2019-12-11
2020-05-08;RU000A1015S0;ЭнергоТехСервис 001Р-01;Общество с ограниченной ответственностью "Энерготехсервис";RU000A1015S0;4B02-01-00490-R-001P;2019-12-11
2020-05-08;RU000A1015U6;СберИОС 001Р-176R 4.5Y OG 100%;Публичное акционерное общество "Сбербанк России";RU000A1015U6;4B0218301481B001P;2019-12-12
2020-05-08;RU000A1015V4;СберИОС 001Р-175R 42M CDX 100%;Публичное акционерное общество "Сбербанк России";RU000A1015V4;4B0218401481B001P;2019-12-12
2020-05-08;RU000A101624;Труд 001Р-01;Акционерное общество "Труд";RU000A101624;4B02-01-40446-N-001P;2019-12-13
2020-05-08;RU000A101657;СберИОС 001Р-182R 5Y ИНДКС 50%;Публичное акционерное общество "Сбербанк России";RU000A101657;4B0218501481B001P;2019-12-12
2020-05-08;RU000A1016A6;СФО МОС МСП 3 об. 01;Общество с ограниченной ответственностью "Специализированное финансовое общество МОС МСП 3";RU000A1016A6;4-01-00526-R;2019-12-13
2020-05-08;RU000A1016F5;ГК Пионер БО 001P-04;Акционерное общество "Группа компаний "Пионер";RU000A1016F5;4B02-04-67750-H-001P;2019-12-16
2020-05-08;RU000A1016K5;Банк ЗЕНИТ ПАО БО-001Р-05;Банк ЗЕНИТ (публичное акционерное общество);RU000A1016K5;4B020503255B001P;2019-12-16
2020-05-08;RU000A1016M1;СберИОС 001Р-186R 2Y KIDS 4.25;Публичное акционерное общество "Сбербанк России";RU000A1016M1;4B0218801481B001P;2020-01-21
2020-05-08;RU000A1016P4;ИКС 5 ФИНАНС 001P-08;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A1016P4;4B02-08-36241-R-001P;2019-12-17
2020-05-08;RU000A1016U4;ФПК Гарант-Инвест БО 001P-06;Акционерное общество "Коммерческая недвижимость Финансово-промышленной корпорации "Гарант-Инвест";RU000A1016U4;4B02-06-71794-H-001P;2019-12-17
2020-05-08;RU000A1016X8;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П09;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A1016X8;4B021101978B001P;2019-12-19
2020-05-08;RU000A1016Y6;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П08;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A1016Y6;4B021001978B001P;2019-12-19
2020-05-08;RU000A1016Z3;ПИК-Корпорация 001Р-02;Общество с ограниченной ответственностью "ПИК-Корпорация";RU000A1016Z3;4B02-02-00464-R-001P;2019-12-18
2020-05-08;RU000A101715;СФО БКС Структурные Ноты 01;Общество с ограниченной ответственностью "Специализированное финансовое общество БКС Структурные Ноты";RU000A101715;6-01-00508-R;2019-12-18
2020-05-08;RU000A101731;ГПБ (АО) БО 002P-13;"Газпромбанк" (Акционерное общество);RU000A101731;4B021300354B002P;2019-12-26
2020-05-08;RU000A101780;РОСЭКСИМБАНК 002P-01;Государственный специализированный Российский экспортно-импортный банк (акционерное общество);RU000A101780;4B020102790B002P;2019-12-19
2020-05-08;RU000A1017H9;Автодор ГК БО-002Р-05;Государственная компания "Российские автомобильные дороги";RU000A1017H9;4B02-05-00011-T-002P;2019-12-25
2020-05-08;RU000A1017J5;Газпром нефть БО 003Р-02R;Публичное акционерное общество "Газпром нефть";RU000A1017J5;4B02-02-00146-A-003P;2019-12-20
2020-05-08;RU000A1017Q0;СберИОС 001Р-187R 5Y TEC 9.0;Публичное акционерное общество "Сбербанк России";RU000A1017Q0;4B0219001481B001P;2020-01-23
2020-05-08;RU000A1017R8;СберИОС 001Р-188R 5Y IT 10.0;Публичное акционерное общество "Сбербанк России";RU000A1017R8;4B0218901481B001P;2020-01-21
2020-05-08;RU000A1017Y4;Банк ВТБ (ПАО) Б-1-48;Банк ВТБ (публичное акционерное общество);RU000A1017Y4;4B024801000B001P;2019-12-20
2020-05-08;RU000A1017Z1;ПАО ОТКРЫТИЕ ФК Банк БО-ИО04;Публичное акционерное общество Банк "Финансовая Корпорация Открытие";RU000A1017Z1;4B020802209B001P;2019-12-20
2020-05-08;RU000A101889;СберИОС 001Р-189R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A101889;4B0219201481B001P;2020-01-23
2020-05-08;RU000A1018C8;Трансмашхолдинг АО ПБО-04;акционерное общество "Трансмашхолдинг";RU000A1018C8;4B02-04-35992-H-001P;2019-12-23
2020-05-08;RU000A1018D6;Солид-Лизинг ООО БО-001-06;Общество с ограниченной ответственностью "Солид-Лизинг";RU000A1018D6;4B02-06-00330-R-001P;2019-12-24
2020-05-08;RU000A1018F1;Роял Капитал БО-П03;Общество с ограниченной ответственностью "Роял Капитал";RU000A1018F1;4B02-03-00382-R-001P;2019-12-24
2020-05-08;RU000A1018K1;ПАО "Татнефть" БО-001P-01;Публичное акционерное общество "Татнефть" имени В.Д. Шашина;RU000A1018K1;4B02-01-00161-A-001P;2019-12-24
2020-05-08;RU000A1018L9;Завод КЭС 001P-01;Общество с ограниченной ответственностью "Завод КриалЭнергоСтрой";RU000A1018L9;4B02-01-00474-R-001P;2019-12-24
2020-05-08;RU000A1018M7;СОПФ ФПФ 01;Общество с ограниченной ответственностью "Специализированное общество проектного финансирования Фабрика проектного финансирования";RU000A1018M7;4-01-00471-R-001P;2019-12-25
2020-05-08;RU000A1018P0;СберИОС 001Р-193R LKOH_asn 100;Публичное акционерное общество "Сбербанк России";RU000A1018P0;4B0219301481B001P;2020-01-30
2020-05-08;RU000A1018U0;ИСК ЭНКО 001P-01;Общество с ограниченной ответственностью "Инвестиционная строительная компания "ЭНКО";RU000A1018U0;4B02-01-00479-R-001P;2019-12-26
2020-05-08;RU000A1018X4;Магнит ПАО БО-003Р-05;Публичное акционерное общество "Магнит";RU000A1018X4;4B02-05-60525-P-003P;2019-12-26
2020-05-08;RU000A101939;Мобильные ТелеСистемы 001P-13;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A101939;4B02-13-04715-A-001P;2019-12-26
2020-05-08;RU000A101947;Сибирский КХП 001P-01;Общество с ограниченной ответственностью "Сибирский комбинат хлебопродуктов";RU000A101947;4B02-01-00497-R-001P;2019-12-27
2020-05-08;RU000A101954;СберИОС 001Р-198R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A101954;4B0220001481B001P;2020-01-30
2020-05-08;RU000A101970;ВсеИнструменты.ру ООО БО-02;Общество с ограниченной ответственностью "ВсеИнструменты.ру";RU000A101970;4B02-02-00410-R;2019-12-27
2020-05-08;RU000A1019T0;СберИОС 001Р-192R 4.5Y O.G.90%;Публичное акционерное общество "Сбербанк России";RU000A1019T0;4B0219501481B001P;2020-01-14
2020-05-08;RU000A1019U8;СберИОС 001Р-191R 42M CDX 90%;Публичное акционерное общество "Сбербанк России";RU000A1019U8;4B0219401481B001P;2020-01-14
2020-05-08;RU000A101A24;СберИОС 001Р-201R 2Y KIDS 4.25;Публичное акционерное общество "Сбербанк России";RU000A101A24;4B0220201481B001P;2020-01-31
2020-05-08;RU000A101A40;СберИОС 001Р-204R 3Г REIT;Публичное акционерное общество "Сбербанк России";RU000A101A40;4B0220601481B001P;2020-01-31
2020-05-08;RU000A101AQ8;ВЭБ.РФ ПБО-001Р-К241;государственная корпорация развития "ВЭБ.РФ";RU000A101AQ8;4B02-259-00004-T-001P;2020-04-10
2020-05-08;RU000A101BX2;СберИОС 001Р-205R 1Y БРЕНТ RA;Публичное акционерное общество "Сбербанк России";RU000A101BX2;4B0220501481B001P;2020-02-11
2020-05-08;RU000A101C22;Банк ВТБ (ПАО) Б-1-49;Банк ВТБ (публичное акционерное общество);RU000A101C22;4B024901000B001P;2020-01-21
2020-05-08;RU000A101C89;Сбербанк ПАО 001Р-SBER15;Публичное акционерное общество "Сбербанк России";RU000A101C89;4B0221801481B001P;2020-01-27
2020-05-08;RU000A101CB6;Лизинг-Трейд 001P-01;Общество с ограниченной ответственностью "Лизинг-Трейд";RU000A101CB6;4B02-01-00506-R-001P;2020-01-23
2020-05-08;RU000A101CD2;СберИОС 001Р-200R 4Г GAZP_asn;Публичное акционерное общество "Сбербанк России";RU000A101CD2;4B0220101481B001P;2020-02-27
2020-05-08;RU000A101CJ9;СФО СБ Структурные продукты 01;Общество с ограниченной ответственностью "Специализированное финансовое общество "СБ Структурные продукты";RU000A101CJ9;6-01-00517-R;2020-02-10
2020-05-08;RU000A101CL5;ФСК ЕЭС ПАО БО 001P-04R;Публичное акционерное общество "Федеральная сетевая компания Единой энергетической системы";RU000A101CL5;4B02-04-65018-D-001P;2020-01-30
2020-05-08;RU000A101CQ4;СУЭК-Финанс 001Р-05R;Общество с ограниченной ответственностью "СУЭК-Финанс";RU000A101CQ4;4B02-05-36393-R-001P;2020-01-29
2020-05-08;RU000A101CR2;СберИОС 001Р-216R 42M CDX 90%;Публичное акционерное общество "Сбербанк России";RU000A101CR2;4B0221901481B001P;2020-01-28
2020-05-08;RU000A101CX0;СберИОС 001Р-202R 2Y KIDS;Публичное акционерное общество "Сбербанк России";RU000A101CX0;4B0220301481B001P;2020-02-13
2020-05-08;RU000A101CY8;СберИОС 001Р-212R 5Y IT;Публичное акционерное общество "Сбербанк России";RU000A101CY8;4B0221201481B001P;2020-02-07
2020-05-08;RU000A101CZ5;СберИОС 001Р-199R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A101CZ5;4B0220701481B001P;2020-02-27
2020-05-08;RU000A101D13;ГК Сегежа 001P-01R;Общество с ограниченной ответственностью "Группа компаний "Сегежа";RU000A101D13;4B02-01-00520-R-001P;2020-01-30
2020-05-08;RU000A101D62;СберИОС 001Р-208R 5Г REIT;Публичное акционерное общество "Сбербанк России";RU000A101D62;4B0220801481B001P;2020-02-20
2020-05-08;RU000A101DA6;СФО РуСол 1 класс А;Общество с ограниченной ответственностью "Специализированное финансовое общество РуСол 1";RU000A101DA6;6-01-00514-R;2020-02-12
2020-05-08;RU000A101DB4;СФО РуСол 1 класс Б;Общество с ограниченной ответственностью "Специализированное финансовое общество РуСол 1";RU000A101DB4;6-02-00514-R;2020-02-12
2020-05-08;RU000A101DD0;Россельхозбанк АО БО-02R-Р;Акционерное общество "Российский Сельскохозяйственный банк";RU000A101DD0;4B021703349B001P;2020-02-05
2020-05-08;RU000A101DE8;Ленэнерго БО-03;Публичное акционерное общество энергетики и электрификации "Ленэнерго";RU000A101DE8;4B02-03-00073-A;2020-02-05
2020-05-08;RU000A101DF5;Ленэнерго БО-04;Публичное акционерное общество энергетики и электрификации "Ленэнерго";RU000A101DF5;4B02-04-00073-A;2020-02-05
2020-05-08;RU000A101DH1;КОБР-30;Центральный Банк Российской Федерации;RU000A101DH1;4-30-22BR1-9;2020-02-11
2020-05-08;RU000A101DK5;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П12;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A101DK5;4B02-14-01978-B-001P;2020-02-12
2020-05-08;RU000A101DL3;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П11;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A101DL3;4B02-13-01978-B-001P;2020-02-12
2020-05-08;RU000A101DR0;СберИОС 001Р-210R 5Y СМШ;Публичное акционерное общество "Сбербанк России";RU000A101DR0;4B0221001481B001P;2020-02-14
2020-05-08;RU000A101DU4;Вита Лайн БО-01;Общество с ограниченной ответственностью "Вита Лайн";RU000A101DU4;4B02-01-00510-R;2020-02-07
2020-05-08;RU000A101E04;СберИОС 001Р-203R 2Y KIDS;Публичное акционерное общество "Сбербанк России";RU000A101E04;4B0220401481B001P;2020-02-27
2020-05-08;RU000A101E38;СберИОС 001Р-209R 1Y БРЕНТ RA;Публичное акционерное общество "Сбербанк России";RU000A101E38;4B0220901481B001P;2020-02-27
2020-05-08;RU000A101EB2;СберИОС 001Р-214R 5Г CDX 105%;Публичное акционерное общество "Сбербанк России";RU000A101EB2;4B0221401481B001P;2020-02-11
2020-05-08;RU000A101ED8;СберИОС 001Р-215R 5Y SOFT;Публичное акционерное общество "Сбербанк России";RU000A101ED8;4B0221501481B001P;2020-02-11
2020-05-08;RU000A101EF3;МЕТАЛЛОИНВЕСТ БО-04;Акционерное общество "Холдинговая компания "МЕТАЛЛОИНВЕСТ";RU000A101EF3;4B02-04-25642-H;2020-02-12
2020-05-08;RU000A101EL1;СберИОС 001Р-213R 5Y IT;Публичное акционерное общество "Сбербанк России";RU000A101EL1;4B0221301481B001P;2020-02-21
2020-05-08;RU000A101F52;Банк ВТБ (ПАО) Б-1-51;Банк ВТБ (публичное акционерное общество);RU000A101F52;4B025101000B001P;2020-02-18
2020-05-08;RU000A101F78;Банк ВТБ (ПАО) Б-1-53;Банк ВТБ (публичное акционерное общество);RU000A101F78;4B025301000B001P;2020-02-18
2020-05-08;RU000A101F86;Банк ВТБ (ПАО) Б-1-52;Банк ВТБ (публичное акционерное общество);RU000A101F86;4B025201000B001P;2020-02-18
2020-05-08;RU000A101FC7;Ростелеком ПАО 002P-03R;Публичное акционерное общество "Ростелеком";RU000A101FC7;4B02-02-00124-A-002P;2020-02-18
2020-05-08;RU000A101FD5;СберИОС 001Р-217R 5Y SOFT 8.9%;Публичное акционерное общество "Сбербанк России";RU000A101FD5;4B02-220-01481-B-001P;2020-02-18
2020-05-08;RU000A101FG8;Ростелеком ПАО 002P-02R;Публичное акционерное общество "Ростелеком";RU000A101FG8;4B02-03-00124-A-002P;2020-02-19
2020-05-08;RU000A101FH6;Мобильные ТелеСистемы 001P-14;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A101FH6;4B02-14-04715-A-001P;2020-02-20
2020-05-08;RU000A101FK0;РНКБ 01;РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК (публичное акционерное общество);RU000A101FK0;4B030101354B001P;2020-02-20
2020-05-08;RU000A101FQ7;СберИОС 001Р-211R 5Y СМШ;Публичное акционерное общество "Сбербанк России";RU000A101FQ7;4B0221101481B001P;2020-02-28
2020-05-08;RU000A101FR5;КАМАЗ ПАО БО-П06;Публичное акционерное общество "КАМАЗ";RU000A101FR5;4B02-06-55010-D-001P;2020-02-20
2020-05-08;RU000A101FT1;Ломбард Мастер БО-П07;Общество с ограниченной ответственностью "Ломбард "Мастер";RU000A101FT1;4B02-07-36516-R-001P;2020-02-20
2020-05-08;RU000A101FV7;Банк ВТБ (ПАО) Б-1-50;Банк ВТБ (публичное акционерное общество);RU000A101FV7;4B025001000B001P;2020-02-21
2020-05-08;RU000A101FY1;МОЭСК ПАО БО 001Р-02;Публичное акционерное  общество "Московская объединенная электросетевая компания";RU000A101FY1;4B02-02-65116-D-001P;2020-02-21
2020-05-08;RU000A101G51;СберИОС 001Р-221R 2Y TopBrands;Публичное акционерное общество "Сбербанк России";RU000A101G51;4B02-222-01481-B-001P;2020-03-17
2020-05-08;RU000A101G69;СберИОС 001Р-220R LKOH_asn 100;Публичное акционерное общество "Сбербанк России";RU000A101G69;4B02-221-01481-B-001P;2020-03-26
2020-05-08;RU000A101GB7;РОЛЬФ ООО БО 001Р-02;Общество с ограниченной ответственностью "РОЛЬФ";RU000A101GB7;4B02-02-00406-R-001P;2020-02-27
2020-05-08;RU000A101GD3;ГТЛК БО 001P-16;публичное акционерное общество "Государственная транспортная лизинговая компания";RU000A101GD3;4B02-16-32432-H-001P;2020-02-27
2020-05-08;RU000A101GF8;СберИОС 001Р-224R 5Y IT;Публичное акционерное общество "Сбербанк России";RU000A101GF8;4B02-226-01481-B-001P;2020-03-05
2020-05-08;RU000A101GG6;Банк ЗЕНИТ ПАО БО-001Р-07;Банк ЗЕНИТ (публичное акционерное общество);RU000A101GG6;4B02-06-03255-B-001P;2020-02-27
2020-05-08;RU000A101GJ0;Газпром нефть БО 003Р-03R;Публичное акционерное общество "Газпром нефть";RU000A101GJ0;4B02-03-00146-A-003P;2020-02-27
2020-05-08;RU000A101GM4;СберИОС 001Р-225R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A101GM4;4B02-227-01481-B-001P;2020-03-27
2020-05-08;RU000A101GP7;СберИОС 001Р-226R 5Г REIT;Публичное акционерное общество "Сбербанк России";RU000A101GP7;4B02-224-01481-B-001P;2020-03-17
2020-05-08;RU000A101GR3;ПАО ОТКРЫТИЕ ФК Банк БО-П06;Публичное акционерное общество Банк "Финансовая Корпорация Открытие";RU000A101GR3;4B021202209B001P;2020-03-03
2020-05-08;RU000A101GT9;СберИОС 001Р-230R 5Y IT;Публичное акционерное общество "Сбербанк России";RU000A101GT9;4B02-229-01481-B-001P;2020-03-12
2020-05-08;RU000A101GV5;Банк ВТБ (ПАО) Б-1-55;Банк ВТБ (публичное акционерное общество);RU000A101GV5;4B025501000B001P;2020-03-03
2020-05-08;RU000A101GW3;ЛЕГЕНДА БО 001P-02;Общество с ограниченной ответственностью "ЛЕГЕНДА";RU000A101GW3;4B02-02-00368-R-001P;2020-03-03
2020-05-08;RU000A101GX1;Банк ВТБ (ПАО) Б-1-56;Банк ВТБ (публичное акционерное общество);RU000A101GX1;4B025601000B001P;2020-03-03
2020-05-08;RU000A101GZ6;Уралкалий ПАО ПБО-06-P;Публичное акционерное общество "Уралкалий";RU000A101GZ6;4B02-06-00296-A-001P;2020-03-03
2020-05-08;RU000A101H43;ГК Самолет БО-П08;публичное акционерное общество "Группа компаний "Самолет";RU000A101H43;4B02-08-16493-A-001P;2020-03-03
2020-05-08;RU000A101H76;КОБР-31;Центральный Банк Российской Федерации;RU000A101H76;4-31-22BR1-9;2020-03-10
2020-05-08;RU000A101H84;РЖД ОАО БО 001Р-18R;Открытое акционерное общество "Российские железные дороги";RU000A101H84;4B02-18-65045-D-001P;2020-03-04
2020-05-08;RU000A101HA7;НПП Моторные технологии001Р-02;Общество с ограниченной ответственностью Научно-производственное предприятие "Моторные технологии";RU000A101HA7;4B02-02-00483-R-001P;2020-03-04
2020-05-08;RU000A101HG4;СберИОС 001Р-219R 5Y SOFT;Публичное акционерное общество "Сбербанк России";RU000A101HG4;4B02-231-01481-B-001P;2020-03-05
2020-05-08;RU000A101HH2;СберИОС 001Р-218R 5Г CDX 105;Публичное акционерное общество "Сбербанк России";RU000A101HH2;4B02-230-01481-B-001P;2020-03-05
2020-05-08;RU000A101HJ8;Магнит ПАО БО-002Р-01;Публичное акционерное общество "Магнит";RU000A101HJ8;4B02-01-60525-P-002P;2020-03-05
2020-05-08;RU000A101HK6;СберИОС 001Р-231R 5Y СМШ;Публичное акционерное общество "Сбербанк России";RU000A101HK6;4B02-233-01481-B-001P;2020-03-19
2020-05-08;RU000A101HQ3;Дядя Дёнер ООО БО-П02;Общество с ограниченной ответственностью "Дядя Дёнер";RU000A101HQ3;4B02-02-00355-R-001P;2020-03-11
2020-05-08;RU000A101HU5;Брусника 001P-01;Общество с ограниченной ответственностью "Брусника. Строительство и девелопмент";RU000A101HU5;4B02-01-00492-R-001P;2020-03-12
2020-05-08;RU000A101J41;СберИОС 001Р-232R 5Г REIT;Публичное акционерное общество "Сбербанк России";RU000A101J41;4B02-237-01481-B-001P;2020-03-31
2020-05-08;RU000A101J58;СберИОС 001Р-233R 5Y СМШ;Публичное акционерное общество "Сбербанк России";RU000A101J58;4B02-236-01481-B-001P;2020-03-26
2020-05-08;RU000A101J74;СберИОС 001Р-237R 2Y TopBrands;Публичное акционерное общество "Сбербанк России";RU000A101J74;4B02-238-01481-B-001P;2020-03-31
2020-05-08;RU000A101J82;СпецИнвестЛизинг 001P-01;Общество с ограниченной ответственностью "СпецИнвестЛизинг";RU000A101J82;4B02-01-00489-R-001P;2020-03-17
2020-05-08;RU000A101J90;Банк ВТБ (ПАО) Б-1-58;Банк ВТБ (публичное акционерное общество);RU000A101J90;4B025801000B001P;2020-03-17
2020-05-08;RU000A101JA3;Банк ВТБ (ПАО) Б-1-59;Банк ВТБ (публичное акционерное общество);RU000A101JA3;4B025901000B001P;2020-03-17
